,user_id,bsks
45,45,"[[82], [2931, 4319], [3799, 1543, 1018, 713, 481, 5101, 1793, 424, 2541], [293, 804, 728], [1550, 481, 1695, 7107], [3638, 713, 1317, 1701, 1229, 1789, 4159, 3623, 608], [905, 283, 2467, 102, 840, 253, 848, 1170, 481, 1793, 6892, 2791, 933, 668, 2810, 991, 1403], [7110, 7214], [5320, 160, 2877, 100, 7775, 6270, 2252, 369, 1793, 481, 5188, 3258, 3293], [2606, 235, 1229, 7062, 1789, 249, 2221, 1544, 5233, 6270, 68, 2046], [1855, 3943, 160, 1793, 4550, 2810, 7110], [3585, 867, 1544, 2947, 8163, 44, 7416, 26, 2238, 1834, 5838, 253, 836, 3827, 5913, 4690], [3990, 1503, 952, 5233, 3032, 235, 1944, 68, 6270], [1229, 952, 837, 329, 249, 1226, 8110, 7622], [121, 804, 1083], [3193, 2964], [2032, 952, 1229, 249, 5233, 3967, 6270, 68, 5188, 235, 3990, 2426], [4159, 44, 24, 952, 2350, 7110]]"
46,46,"[[68, 167, 292], [1833, 2659, 273, 5921, 1033], [5915], [1228, 44], [155, 273], [7577, 3546, 2708, 273, 713, 2915], [2917, 2837, 1682, 2091], [5348, 6573, 3192, 5953, 1645, 273, 6320, 347, 4819, 1750], [1373, 5288, 3976], [1875, 5983, 1734, 577, 3020, 273, 1390], [8480, 5915, 4236, 3254, 3457, 1182, 1262, 7971], [7437, 4315], [44, 4204, 5999], [256, 1305, 4236, 3457]]"
47,47,"[[84, 96, 102, 114, 290, 309], [1501, 581, 1677, 528], [4003, 107, 466, 165, 6183, 3606, 6222, 472, 4506], [867, 1391], [4506, 2647, 867], [1354, 1141, 998, 493, 2941, 458, 1102, 4428, 5311, 2507], [134, 369, 2274, 1354]]"
48,48,"[[87, 201], [6279, 532, 1737], [1141, 986], [524, 2205, 765, 3204, 1212, 763], [4740, 6279, 5073], [6279, 429], [3317, 2724, 2139, 115, 2130, 3204], [6279, 2839, 6469, 5389, 134, 2205], [7371, 2139, 8189], [1845, 8238, 3911, 1770, 461, 5974, 134, 524], [2943, 119], [5476, 6285, 6279], [2576, 2139, 2205, 3545, 2760, 1083, 4740, 5709, 641, 1130, 7022, 965, 1879], [8458, 3849, 6329]]"
49,49,"[[24, 252, 268, 295], [51, 741], [782], [1329, 6346, 460], [5173], [1044], [952, 12], [2221, 934, 732, 1888, 5331, 6036, 1760, 3161, 1528, 8025, 583, 8008, 7871], [27, 48, 5548, 6562], [7876, 3161, 3611, 2251, 2959, 8192, 8331, 122, 81, 200], [3161, 2589, 1933, 5331, 782, 4602, 3909], [253, 4978, 3909, 1013, 1730], [3475], [804, 4669, 4511], [3208, 4236, 3909, 24]]"
50,50,"[[89], [403, 115, 951, 80, 366, 68, 1075, 187], [2750, 132, 2257], [140, 4239], [1039, 3582, 1719], [86, 2867, 728, 3444, 1762, 1015, 6132, 3214, 1322, 463, 1316, 635, 5183], [7158, 115, 44], [3819, 3160], [7429], [840, 1391, 5503, 7637, 931, 1719, 4578, 1853, 6186, 1064, 3117], [4239, 951, 7464, 5185, 6659], [1322, 1557, 1853, 1782, 682, 4479, 3117], [682], [3998, 684, 728, 6248, 3867, 1370, 1169, 456, 1155], [126, 1378, 728, 8493, 293], [1378], [4239]]"
51,51,"[[93, 129, 144, 33, 226, 281, 101], [24, 1297], [638, 5577, 879, 4896], [115, 2112, 4742, 209], [638, 209, 543, 7817, 1329, 4651, 581, 5128, 115, 582, 93, 1135], [554, 357, 2221, 119], [82, 12], [7110], [250, 3628, 3815], [525, 114, 7435, 1324, 4118, 4178, 3203, 5144, 435, 8226, 253, 1844, 8255, 53, 334], [33, 322, 2731, 4141, 7872, 93, 7184], [8379], [5068, 33], [2417], [862], [7577, 2739], [8110, 7872, 8090, 7196, 4592], [2739, 253, 24, 1276, 555, 6996, 44]]"
52,52,"[[95, 199, 588], [4320, 6067, 4368, 1338, 3918, 3213, 375], [5107, 2095, 5868, 397, 624, 3369], [1204], [375], [147, 943], [1918, 4729, 6480, 5217], [5107], [6730], [840, 2674], [6800, 5893], [1918], [7781], [6800, 1255, 215, 918, 5026], [2201], [4664, 6086, 1886, 5267], [68], [5026, 8302, 6800]]"
53,53,"[[24, 257, 33, 324, 335, 587], [1708, 2949], [5245, 3517, 3826, 466, 2337], [1591, 505, 203, 14, 35, 81, 598, 32, 6093, 69, 1576, 1484, 689, 909, 2191, 121, 6189, 5912, 317, 1178, 3085, 693, 582, 683, 1186, 503], [24], [1622, 2958, 5038, 134, 4441, 6479, 1156, 1520, 1502, 2852, 3363], [389, 676], [429], [429, 7237], [3929], [638], [2336, 7531, 527, 2387, 7345, 4535, 1631, 1369, 429], [7291, 2237], [1390, 1178, 284], [232, 952, 991, 58], [429], [977, 3846, 4141, 44, 4018], [2462, 3457, 1835, 380, 284, 840, 592, 6303, 7158, 5782, 4213, 59, 2277, 1863, 906, 935, 68, 1003, 5631, 2417, 2537], [44], [7933, 3140, 7963, 56], [2393, 1691, 3140, 7289], [267, 69, 2443, 4939], [2260, 6091], [5918, 7154, 7079, 1391, 2104, 1690, 1573, 4408, 82, 5875, 4414, 1661, 1264, 6516, 6273], [1503, 1165, 2382, 1229, 2120, 4778, 1658, 3970, 2886, 1551, 587, 7787, 7841, 7526, 4887, 7013, 2913, 7963, 4049, 95], [1310, 840, 3027, 2009, 3823], [82], [7316, 7931, 2913, 592, 2719, 1972, 4704], [4255, 2719, 1336, 5586, 1288, 2674, 4593], [1244, 5165, 3859, 3327, 3627, 6799, 3638, 2841], [1178, 527, 2091, 267], [3286, 3696, 516, 3158, 4819, 134, 6514, 4374, 3684, 2958, 1621, 4236, 361, 2991, 4441, 6769, 7855, 3140, 922, 6845, 3764], [3363, 6249, 5479, 8278, 871, 941, 6892, 3750, 8373, 1809, 8126, 4173], [1003, 3136, 6788, 1860, 745, 1543, 6547, 3140, 5354, 5247, 34, 1568, 7519, 991, 7315, 4331, 700, 3087, 4759, 1129, 867, 2309], [7110, 382, 1642, 2912, 296], [2609, 8195, 909, 2805, 1492, 7110, 5619, 896, 248, 695, 1370, 3211, 2112, 1155, 7280, 5105, 6900, 874, 232, 1959, 1611, 1543, 8267, 1059, 138, 229], [1727, 3481, 6048, 2376, 134], [556, 284, 693, 81, 203, 348, 32, 7342, 1810, 3729, 2194, 35, 4968, 3007, 2860], [6148], [3969, 521, 8403, 361, 991, 1503, 3990, 3806, 5083, 7721, 4874, 4143], [6268, 7686, 1191, 2322, 561, 43, 81, 7210, 5933, 35, 203, 6223, 977, 348, 4112, 2677, 1796, 2860, 32, 2854, 8398, 4875, 2908, 2720], [1591, 743, 7422, 2097, 463, 1659], [224, 2719, 319], [203, 35, 134, 1727, 693, 1544, 81], [4593, 1320], [1076, 6148, 1033, 682], [1447, 8480], [3931, 5716, 1308, 789, 2474, 5899], [298, 6118, 2719], [3713, 521, 2813, 24], [2739, 32, 693, 81, 203, 35, 43], [5237, 5530, 7800, 289, 270, 3130], [3168, 4964, 5899, 4479, 784, 5186, 916, 8484, 627, 713, 4022, 4307, 8243, 8245, 7110, 2537, 1864]]"
54,54,"[[105, 169, 202, 68, 585], [24, 5963, 1314], [446, 602, 7993, 348, 6271, 7897], [8075, 272, 5769, 5193, 2687, 2947], [270, 8075], [7601, 6394, 4164, 4886, 4850, 2808, 5536, 7110, 6271, 1543], [24, 652, 909, 7689, 27, 3658, 125, 743], [232, 743, 3880, 7689, 376, 8081, 82, 2148]]"
55,55,"[[107, 116, 246, 287, 100], [1547, 1608, 557, 744], [283, 2809, 2849, 2535, 136, 1272, 204, 346, 868, 68, 4187, 138, 545, 965], [2140], [1089, 3536, 3085, 3453, 608, 744, 1650, 4250, 4699, 1621, 1964, 553, 2155, 1691, 2064, 774, 2583, 1492, 2613, 2141, 656], [1707, 1204, 3077, 695, 2909, 874], [3963, 2609, 274, 2919], [501, 5285], [531, 5426, 2589, 1527, 99, 150], [4582], [44], [4182, 183], [6354], [334, 3070, 2936, 695, 3840], [3001, 4236, 424], [1429], [306, 2764, 697, 8159, 3163, 8073, 1452, 2283], [501], [4532], [501, 1898, 3060, 2059], [1534, 7859, 69, 634, 1937, 4186, 3618, 2247, 5581], [5981], [8369, 2481], [3204, 3227, 1132, 3760, 2808, 407, 8074], [1855, 3611], [8357], [3944], [459, 666, 340, 8308, 365, 222, 683, 2739, 173, 4863, 200, 2282, 505, 367, 35], [3172, 245, 466, 493, 1873, 1378, 1494, 7799, 501, 7166, 1051, 460], [32, 3303, 764, 1211, 875, 814], [4422, 3020, 4516, 3456, 3889, 3457, 7527, 3137], [441, 7055, 5885], [2225, 1391, 74, 6486, 7775, 4533], [1182], [447], [37, 285, 178, 5518, 2799, 4458, 1137, 276], [82, 2742, 4533, 8263], [8263], [2201, 8263], [8263], [8278, 3950, 8263, 119], [8263], [8263], [2224, 5426, 695]]"
56,56,"[[115, 120, 132, 133, 146, 179, 209], [1483, 1495, 1549, 529, 781], [602, 6397, 41, 24, 115, 179, 139, 797, 87, 785, 2481, 2107, 310, 209, 63, 2776, 370, 77, 928, 1033], [2779, 2382, 232, 6140, 4074, 2893, 909, 4049, 132, 7515], [8150, 35, 1013, 2917, 8353, 1001, 187, 2981, 32, 619, 4236, 1102, 589, 1730, 203, 631, 8203, 2744, 77, 8013, 25, 63, 139, 989, 8352, 441, 8350, 43, 602, 1184], [578, 139, 358, 27, 87, 2917, 8350, 3445, 24, 8230, 8353, 1013, 1184, 333], [34, 641, 1015, 24, 130, 2744, 7443, 361, 6397, 6583], [1639, 2661, 3241, 24, 6091, 1256], [829, 8484, 136, 7698, 24, 6784, 132, 1015, 100, 8106, 7110, 923, 795, 7530]]"
57,57,"[[121, 60, 235, 586], [3239, 235], [7033, 1047], [2473, 109, 5687, 796, 2796, 27, 1833], [1051, 527, 1047, 7183, 115, 6548, 2836, 737], [235, 121, 7548, 4888], [1012], [235], [44, 235]]"
58,58,"[[123, 153, 293, 160], [2890, 1391], [2222, 1391], [564, 7972, 4954, 4991, 1126], [153, 253, 160], [2142, 209, 2918], [2922, 6734, 100], [6009, 4970, 578, 5408, 1501], [125, 355], [584, 1322, 906, 5900, 2890, 3695, 8395]]"
59,59,"[[125, 33, 181, 338, 348], [501, 1264, 512, 424], [1526, 1277, 369, 4897, 2394, 2083, 1505, 3139], [24, 501], [1839, 1378], [4879], [566, 698, 1371, 7158, 501], [338, 6432, 1371, 787, 4325, 501, 898, 631], [2229, 424, 2336, 818, 1272, 709, 5519, 3422], [501, 2481], [3675, 4661, 5579, 2221, 3803, 3149], [44, 7411, 1349, 7894, 146, 8015, 7406], [1371], [256, 556, 3206, 8073, 8123], [7519, 7716, 744, 8158, 8140], [338, 2947, 2917, 7933, 2404, 7963, 8361, 3211, 1371, 5517], [1292, 2572, 4773, 1179], [3269], [2356, 1349, 2557, 3170, 7641, 1104, 501, 319, 7963, 7425, 8110, 224], [3572, 24, 4325, 8308], [1371, 1621, 2917, 6364], [7526, 7930, 5705, 252], [1178, 182, 1297, 4511, 24, 1639, 84, 8503], [8239, 8442, 3347]]"
60,60,"[[138, 223, 234, 240, 82], [3259, 129], [1390, 155, 1739], [5715, 2467, 1060, 24, 3901, 3037, 2529, 1378, 3318], [7002, 486, 2764, 909], [1297, 5628], [1515], [6272], [722, 602, 2719], [5682, 1505], [2719, 1033, 223, 722, 4446], [1204], [7820, 242, 44, 971, 488], [1826], [1877, 689, 370, 311], [3259], [2460, 357, 7820], [618, 5452], [556], [4209, 4835], [8158, 7526, 7820, 1381], [253], [3060, 3209, 971, 934], [15, 338, 5682, 5452, 845, 1598], [5335, 3259, 618], [1443, 738, 8261, 8390, 177], [1526, 8406, 5094, 3211, 927, 6377, 1259, 398, 8239, 7110, 123, 7495, 656, 8218, 8430, 8401, 84, 1390, 8226], [8413], [7303, 4889, 87, 3934, 8331, 991, 189, 358, 6116, 909], [618, 4006, 2866], [521, 1515, 2550, 3240, 618, 7419], [3280, 742], [3259, 240, 4506, 653], [2674], [110, 1033, 2470, 24], [338, 618, 1875], [1875, 971], [1178, 24], [742, 5311, 5338], [4993], [618, 8432, 3805, 1003, 63]]"
61,61,"[[136, 196, 225, 270, 282, 568, 603], [27, 2261, 2037, 401, 614], [608, 4172, 355, 36], [602, 818, 3549, 2791, 5856, 952, 5100, 6432, 225, 36, 638, 3744], [5055, 603, 2009, 3090, 1931, 44], [4136, 7889, 2012, 2221], [7110], [1244, 66, 7934], [1101, 2069], [1447, 5915, 36, 2516]]"
62,62,"[[151, 166, 318, 600], [7480, 855, 6171, 3969, 4565, 2796, 2096], [2753, 44], [140, 549], [2974, 2481, 169], [760, 56, 166], [643, 6473, 8073, 2048, 166], [643, 3969, 7766, 2538, 3362, 1805], [5033, 463, 1805, 6171, 806, 366, 166, 7884, 629], [4555, 166, 1683], [43, 7409, 4940, 140, 8319, 358, 693, 203, 4772, 81, 25], [2525, 541, 5071, 1885], [138], [6018, 166, 760], [7675, 4420, 760, 3601], [6364, 7862, 4822, 166]]"
63,63,"[[152, 330], [330, 44, 253, 3149, 2122, 3164], [36, 3525], [6260, 1252, 1841, 34, 586, 2922, 660, 488, 1804, 100, 68], [522, 34, 24, 6356, 6399, 6406], [8259, 2478, 7630], [8383, 24, 6390], [1133, 1259], [1139, 7670, 1727, 56, 8383, 8256, 6390, 8331, 7748], [301, 34, 936, 2322, 2478]]"
64,64,"[[102, 196, 243, 303, 24], [2179, 4049], [330, 1847, 7005], [1308], [5231, 3930], [796], [4742, 6114, 5656], [5262, 109], [1047, 3526], [7444, 7492], [320, 6324, 1228, 2212, 1587, 1833, 5955, 8129, 4496], [6924, 3026, 6447, 1621], [44, 1047, 6505, 7632, 2743, 7137], [109, 429], [3976, 2399, 446, 6216], [119, 1047]]"
65,65,"[[162], [33, 45, 1439, 1459, 1461, 19, 1222, 1530, 1540, 196, 656, 1631, 613, 1684, 1689, 1017, 181], [32, 2895, 1298, 1798, 3015, 1774, 122, 4213, 2801, 68], [615, 3187, 3292, 1540, 2337, 3515, 3040, 127, 66, 684, 466, 2481, 3729, 524, 1665, 1631], [1503, 1318, 1781], [2749, 728, 589, 68], [3227, 1378], [1759, 889, 615, 2104, 5640, 32, 203, 1264, 928, 310, 746], [907, 3015], [608], [608], [1015], [149, 1091], [6696, 4458, 4896, 6006, 47, 5163, 5676, 977, 928, 646, 1133, 370, 310, 2877, 203], [697], [277, 200], [277, 960, 44, 251, 359, 200, 5254, 446, 278, 2995, 602, 1491], [893, 3015, 931, 3237, 877, 2246, 5565, 3865, 2528], [1101, 584, 1132], [2414, 7482, 2052], [2374], [4195, 602, 245, 756, 1855, 1327, 594, 215, 941], [6906], [6248, 44, 6950, 2374, 3047, 2352, 2481], [1582, 3406, 830, 4331], [738], [2877, 646, 15, 27, 291, 370], [4730], [5527, 27, 795, 277, 2811, 35, 3377, 906, 909, 3072, 4011, 864, 32, 140], [1656, 7172], [5403, 7889, 6043], [5120, 32], [340, 24], [7883, 923, 3482, 1496], [1847, 423, 222, 4006, 2535], [82, 3472, 701, 487, 7775, 1163], [2481, 960, 6023, 4947, 68, 682, 4950, 5712], [5712, 1083, 2338, 2625, 3687, 740, 4006, 2550, 2445], [3472], [5163, 8075, 284, 741, 5829, 357, 8094, 2270, 82, 1202], [4451, 2709], [616, 8081, 2811, 126], [2877, 886, 4164, 1274, 633, 8002, 299, 2141, 5266, 7981, 769], [3833, 3115, 3015, 2246], [343], [5211, 729, 2775, 2160, 1539, 4581, 2877, 8277, 7110], [3840, 4641], [7872, 546, 8268, 2119, 7154, 646, 1665, 2977], [524, 7872], [3569], [1756, 266, 1106, 106], [8498, 1887, 2922, 3477, 68], [4896, 1390], [5516, 147, 943], [6234, 3545, 1242, 345, 2469, 68, 1561, 127, 1548, 3888, 2535, 285, 8483, 1734, 684, 1953, 992, 2785, 1199, 589, 7872], [697, 8491, 1059, 577, 2337, 3569, 2877, 735], [8495, 2063, 3015], [7872, 285], [697, 266, 7055, 956, 4730, 4006, 285, 748, 1338, 1847, 764], [1847, 1713, 5639, 1875, 4006, 134], [24, 8386], [697, 5469], [7564, 285], [5426, 32, 1199, 4896, 338, 232], [2681], [138, 738, 2622, 134]]"
66,66,"[[24], [24, 4801, 2018, 44], [1378, 24], [3618, 3517, 2033, 2418, 2372, 794], [307, 3618, 2033, 68, 1760, 3535, 2018, 44, 12], [2481, 44, 689, 135, 310], [6190, 24, 35], [7748, 709, 6236, 7753], [3259, 2528], [8093, 68, 4964, 7518, 1199, 552, 7753, 3248, 4061, 7471, 2481], [991, 7795, 7888, 7864, 758, 3319, 7033, 100, 5205], [2481, 1446, 24, 7753], [24], [8163, 5241, 8332, 8130, 7601, 8174, 5615, 8133, 8204, 8195, 8126], [8310, 6583, 8369], [2785, 1044, 27, 333, 3242, 1033, 909, 4497, 2762, 650, 2481, 338, 7110, 8231, 1051, 358, 3657, 602, 1824, 3280, 991, 2394, 742], [3495, 8143, 1872], [24, 3985, 358, 2846], [2337, 358, 24], [7963, 56, 7841, 7489], [44, 5241, 2481], [2481, 24], [713, 68, 1095, 4761, 2240], [997], [253], [758, 24], [2922], [922, 1525, 1622]]"
67,67,"[[176, 216, 222, 24, 68, 234], [930, 176, 812, 738, 270, 68, 1201, 24, 1018], [2603, 314, 2872], [2481, 724, 216, 1457, 1719, 234, 713, 222], [3153, 194, 4992, 1083, 4125, 3275], [3093, 24, 492, 3286], [4336, 3652, 4787, 3290, 4726], [1707, 36, 355, 4245], [3996], [1310, 2312, 36, 1689], [3003, 4236, 151], [3457, 4726], [6291], [3921, 4349, 4726, 6862, 3163, 6933, 3210, 201, 61, 7093, 3525, 3451], [3093, 1310], [4949, 44, 3211, 2841, 7756, 197, 5165, 4711], [298, 36, 1310, 4513], [4441, 4726, 3552, 2392, 8056, 4349, 5433, 5736], [3093, 5176], [4078, 1501, 905, 197, 8073, 1298, 4896, 8123], [4236, 1310, 82], [151, 8129], [1457, 134, 3093, 3374, 7552, 3539, 905, 1808, 176, 216], [44, 138, 197, 1763, 708, 5436, 6403], [8178, 8130, 8180, 8192], [24, 1501, 5682, 3211, 656, 68, 4236, 905], [8470, 3286], [3478], [1621, 7447, 58, 2841, 3093, 213], [51, 637], [8073, 2841, 216, 1298, 1792, 1621, 197], [6723, 59, 3811, 3093, 6554, 6253, 1310, 2617], [6933, 708, 26, 82, 198, 5682], [3457, 4354]]"
68,68,"[[186, 228, 231], [665, 542, 38], [306, 3100, 840, 1841, 2577], [1957, 1640, 5590, 1350, 297], [734, 1841, 26], [57, 2617, 24, 3731, 4168, 3449, 2579, 4771, 2527, 827, 4006, 2334, 5077, 871, 2741, 1439, 209, 744], [3664, 297], [2858, 607], [740, 252, 6605, 127, 5046, 3295, 3157, 960], [6750, 2327, 134, 136, 1448], [4789, 270, 450, 736, 44, 3731, 3349, 498, 251, 2325, 4358, 731, 36], [100, 3684, 4530], [6963, 4236, 5029, 6356, 3185, 1668, 960], [486, 1576, 8178, 742, 6532, 741, 3710, 306, 24, 8082, 12, 2481, 1952, 7864, 533, 61, 8268, 2448, 4379, 1581, 4079], [3051, 1444, 2300, 796, 546, 2741, 8163, 2617, 1782, 4341, 927, 1206, 7818, 88, 6503, 241], [5283, 777, 7148], [5840, 8206, 38, 3916, 2207, 4865, 836, 5353, 2224, 2565, 3161, 7871, 324, 2488, 7391, 3073, 1216, 1969], [3970, 3778, 151, 2741, 713], [1033, 358, 3934, 4511], [198, 305], [1309, 315, 2598, 5822, 941, 5240, 71, 3203, 7107, 4616], [2473, 319, 1565, 4960, 1464, 1730, 1163], [5792, 1170, 4960, 6634, 8253, 713]]"
69,69,"[[172], [4831, 1078, 1561, 5540, 2525, 716], [5299, 2525, 3436, 4709], [716, 2251, 2470, 682, 69, 2089, 888, 1062, 1375, 1795, 500, 2386, 2026, 3520, 1754, 2037, 847, 2753], [4782, 716, 2540, 726, 624, 676, 1876, 681, 34, 893, 890, 1913, 24, 3183, 400, 2861, 721, 208, 69, 1561], [2459], [2525, 502, 40, 1574, 1205, 1561, 30, 2968, 3520, 2753, 6109, 6025, 6828, 815, 1017, 847, 7143, 893, 2907], [847, 7802, 885, 5940, 6109, 1638, 990, 2968, 2753], [919, 2772, 1311, 6109, 1596, 5133, 1831, 766, 1375, 1896, 7799, 582, 2753, 69], [1214], [2753, 5268], [555], [77, 853, 2922, 8207, 1044, 1966, 8174, 1561, 5158, 8331, 7110, 8126, 1078, 2624, 2419, 8256, 7524, 847, 139, 336, 842], [2661, 2753], [1601, 713, 6226, 3457, 5414], [3686, 1391, 8084, 3073, 5561], [1098, 716, 2470, 2086], [1729, 1566, 2332, 2608], [5542, 6226, 7802, 2753, 2525, 979, 1098, 7680, 842, 361, 3239, 1795, 4799, 2481, 3520, 3667, 893, 247, 445, 139, 505, 2751, 3394], [7802, 2470, 1302, 5328, 1805, 3953, 2753, 445, 1098, 2262, 5892, 8250, 3520], [3066, 2844, 4785, 4112, 541, 357, 503, 736, 559, 1508, 677, 1131, 547, 1223, 2901, 8095, 1805, 2681, 42, 7800, 1253]]"
70,70,"[[220], [3035, 3056, 4421], [7873, 6577, 6287, 4448], [8359, 7050, 8456, 5959, 5013, 7342, 5194, 3910], [24]]"
71,71,"[[32, 43, 35, 328, 576, 597], [2566, 3943, 4239], [2470, 952, 1683, 1713], [779, 1129], [7773, 3266, 5724], [7976, 808, 2076, 1606, 4645, 343, 8178, 1444, 2609, 382, 1206, 597], [1179, 5051, 1804, 68, 2204, 100, 1746, 8433, 4259, 3291], [809, 42, 3020, 3287, 2385, 83, 7741, 1735, 1395, 1472], [493, 3578, 5943, 5084, 2204, 466, 814, 2646], [1937, 271, 602, 2834, 407, 5719, 3135, 3885, 1833], [1735, 602, 460, 24, 3717, 1472], [44, 3717]]"
72,72,"[[288, 337], [2905], [3153, 3517, 3673], [466, 369, 2341, 126], [3187, 3211, 131], [3517]]"
73,73,"[[305], [36, 329, 515], [1367, 155, 3120, 33, 3699, 5544, 1360], [4216], [1048], [197, 2887], [1139, 43, 309, 203, 77, 56, 7285, 2981, 36, 571, 3204, 1265, 5096, 1346, 871], [2535, 3211, 4859, 7681, 7203, 3699, 1228, 2617], [3943, 4236], [8307, 36, 2216], [64, 1346, 5315, 4195, 1265], [670, 605, 571, 3204, 348], [3556, 2352]]"
74,74,"[[334, 232], [36, 82], [1091], [98, 24, 109, 495, 3547, 2163], [4045, 656, 5189, 119], [928, 300, 135, 310, 41], [36, 3739, 131, 216, 2163], [209, 298, 524, 361, 5287, 5578, 7390], [5800, 5879], [6415, 6931, 5386], [6350, 1960], [6805], [3211, 1642], [8015], [1012, 348, 3239, 299, 5800, 4026, 8037, 138, 1642, 5165, 3211, 358, 4568, 524], [801, 5857], [6653], [3789], [8442], [8368, 3154, 3360, 5394], [7853, 1642], [7002], [659, 232, 82, 3211]]"
75,75,"[[348, 310, 135, 370, 689], [82], [3256, 3290], [4196, 3257, 4767, 4093], [2674, 30, 1126, 5472, 895, 5232, 2221], [4786, 738], [1503, 3261, 1925, 4904, 2617, 5994, 1753], [3212, 3051, 1378, 3852], [224, 1572], [728], [1572, 2525, 3718, 5422, 1064], [310, 32, 928, 135], [2223], [2892, 763], [3031, 4308, 119, 445, 638, 1503], [7608], [6311, 4507, 5666, 6835, 2674], [3261, 1925, 3805, 44], [738, 637, 871], [2221, 3637], [2747, 450, 128], [905, 1359, 738, 2919, 3149, 2408, 2223], [8159, 1925, 871, 8073], [6835, 2316], [5409], [3296, 7593, 101, 638, 8253, 8095, 1198, 4154, 6797, 4813, 3990], [4183, 2223, 795], [2221], [8207, 8203, 8307, 8331, 1296, 3683, 8130, 8250, 8335, 8126], [3096, 8471, 274, 33, 498], [6123, 3425], [662, 6564, 498, 1234, 3425, 7738], [8325, 498, 1472, 55], [8374, 1234, 498, 23], [3801, 1073, 1838], [2223], [3760, 1234, 4641, 498], [1234], [4641, 8073, 497, 362], [2221, 5514, 73, 738, 1310, 5165, 2032], [7738, 6123, 4685], [1064, 8299]]"
76,76,"[[349, 273, 361, 365, 687], [4484, 2645], [355], [36], [1378, 24, 3047], [1149, 2693, 728], [3623, 2674, 1910], [461, 2674, 2719], [3921, 846, 3451, 6600, 931], [4073], [5303, 830, 461], [1178, 273, 521], [1557], [5915, 3612], [1155], [1018, 6006, 5841, 6027], [556], [82], [3025], [1808, 4644], [4644], [6336, 3704, 3789, 2866], [7110, 3211], [3574, 6412], [3934, 3211], [24], [63, 1178, 82], [1178, 3208]]"
77,77,"[[350, 24, 355, 359, 366, 373, 374, 637, 608, 695], [3204, 350, 3334, 187, 3121, 2481, 182, 55], [2763, 874, 3614, 350, 608], [2457], [1, 738, 608, 619, 5892, 197, 394, 2166, 2481, 487], [601, 625, 845, 5519, 182, 350, 581, 2222, 201, 3423, 321, 542, 36, 795, 1451], [1359], [394, 3445, 581, 201, 36, 55], [4437, 6018], [2497, 2323, 211, 1972, 7394], [4073, 6209, 5790, 5214, 3858], [213], [3663, 3423, 845, 393], [3663]]"
78,78,"[[351, 368, 690, 691, 538, 205, 697], [1855, 1991, 2029, 1359], [126, 369, 36, 1102], [24, 2215, 965, 1826, 2018, 4741, 786], [3517, 1187, 691], [2215, 15], [165, 576], [3346], [7429], [1171, 616, 2], [38, 94], [3072], [6651, 2257, 5005, 7316], [2774, 3357, 1653, 7194, 5729], [1925, 2847, 4787, 1176, 3560], [794], [24, 110, 2311, 7543, 2159, 6045, 7702], [71, 1707, 794, 1168, 4068], [283, 1102, 100, 3255], [677, 6243, 521, 357, 2481], [7790], [1242], [2055, 301, 3471, 6094, 4876, 38, 7176, 621, 1855, 5729, 5132], [7765], [5731, 621, 1102], [7405, 751], [357, 1102], [19, 3612, 1226, 5536], [394, 74, 339], [2957, 923, 222], [1228, 354], [1796, 142, 4799], [1912, 7808, 965], [100, 2912, 1102, 472, 366], [3546], [6733], [2676], [366, 5512], [460, 2008, 126, 369, 794], [1883, 1172, 693, 32, 81, 231], [965, 5983, 3400, 2133, 8269, 2767, 8250, 1855, 2108, 713], [62, 1826, 3710, 3192], [100, 393, 4595, 8203, 2175, 8410, 4372, 2273, 472, 8333, 312, 5921, 2481, 5953, 1693, 3760, 1804, 1102, 3874, 5726, 1543, 2767, 1378, 3192, 403, 7299, 2117, 3082, 2160, 7860, 8114, 8257, 830, 3255], [2104, 685, 100, 1695], [2481, 2747, 4262, 8434, 7110, 8126, 5868, 173, 6320, 200, 2126, 2338, 7601, 100, 2917, 896, 2643, 8244, 340, 8430, 364, 1611, 563, 484, 8331, 2076, 8091, 7535], [119, 6070, 8261, 6733, 1046, 903, 652], [7460, 1696, 5293], [8462], [403, 2402], [312, 1234, 105, 3211, 2977, 1705, 494, 4546, 7681, 2535, 1685, 249, 4511, 3600], [3382, 802, 493, 677, 487, 463, 3556, 1102, 851, 3066, 66, 472, 417, 521], [100, 329, 3066, 106], [734, 372, 347], [7013, 5027, 4023, 2555, 1834, 6990], [851, 1658], [874, 8241, 4528, 4764, 5801], [1179, 1787, 15, 8441, 2570, 74, 4528], [285, 2469, 201, 222, 394, 357, 835], [856, 2941, 2570, 2327, 877, 271], [6243, 249, 4243, 2555, 1528, 1375, 7077], [56, 1102, 8331, 285, 24, 1364, 7401], [3785, 1281, 4359], [1013, 541, 24, 851, 2385, 7775, 417], [24], [7407, 6983], [5625], [2720, 24, 81, 203], [2778, 577, 5512], [417, 249, 851], [1033, 3699, 7132, 8481, 6810, 134, 971, 8480], [3552], [5442, 2327, 3400, 2301], [24, 3211, 1800, 1217], [8201, 3214, 794, 8307, 6999, 283, 19, 2867, 8342, 8126], [283, 100], [2735], [1102, 472], [1793, 7808, 3400, 757, 3322], [429, 2720, 285, 3495], [8226, 132, 221, 8239, 1217, 8249]]"
